Name,Country,Date,IsPaidTimeOff
New Year's Day,United States,1/1/1978,FALSE
Groundhog Day,United States,2/2/1978,FALSE
Valentine's Day,United States,2/14/1978,FALSE
Presidents' Day,United States,2/20/1978,TRUE
St. Patrick's Day,United States,3/17/1978,FALSE
Memorial Day,United States,5/29/1978,TRUE
Independence Day,United States,7/4/1978,TRUE
Labor Day,United States,9/4/1978,TRUE
Columbus Day,United States,10/9/1978,FALSE
Halloween,United States,10/31/1978,FALSE
Veteran's Day,United States,11/11/1978,FALSE
Thanksgiving Day,United States,11/23/1978,TRUE
Christmas Day,United States,12/25/1978,TRUE
New Year's Day,United States,1/1/1979,TRUE
Groundhog Day,United States,2/2/1979,FALSE
Valentine's Day,United States,2/14/1979,FALSE
Presidents' Day,United States,2/19/1979,TRUE
St. Patrick's Day,United States,3/17/1979,FALSE
Memorial Day,United States,5/28/1979,TRUE
Independence Day,United States,7/4/1979,TRUE
Labor Day,United States,9/3/1979,TRUE
Columbus Day,United States,10/8/1979,FALSE
Halloween,United States,10/31/1979,FALSE
Veteran's Day,United States,11/11/1979,FALSE
Thanksgiving Day,United States,11/22/1979,TRUE
Christmas Day,United States,12/25/1979,TRUE
New Year's Day,United States,1/1/1980,TRUE
Groundhog Day,United States,2/2/1980,FALSE
Valentine's Day,United States,2/14/1980,FALSE
Presidents' Day,United States,2/18/1980,TRUE
St. Patrick's Day,United States,3/17/1980,FALSE
Memorial Day,United States,5/26/1980,TRUE
Independence Day,United States,7/4/1980,TRUE
Labor Day,United States,9/1/1980,TRUE
Columbus Day,United States,10/13/1980,FALSE
Halloween,United States,10/31/1980,FALSE
Veteran's Day,United States,11/11/1980,FALSE
Thanksgiving Day,United States,11/27/1980,TRUE
Christmas Day,United States,12/25/1980,TRUE
New Year's Day,United States,1/1/1981,TRUE
Groundhog Day,United States,2/2/1981,FALSE
Valentine's Day,United States,2/14/1981,FALSE
Presidents' Day,United States,2/16/1981,TRUE
St. Patrick's Day,United States,3/17/1981,FALSE
Memorial Day,United States,5/25/1981,TRUE
Independence Day,United States,7/4/1981,FALSE
Labor Day,United States,9/7/1981,TRUE
Columbus Day,United States,10/12/1981,FALSE
Halloween,United States,10/31/1981,FALSE
Veteran's Day,United States,11/11/1981,FALSE
Thanksgiving Day,United States,11/26/1981,TRUE
Christmas Day,United States,12/25/1981,TRUE
New Year's Day,United States,1/1/1982,TRUE
Groundhog Day,United States,2/2/1982,FALSE
Valentine's Day,United States,2/14/1982,FALSE
Presidents' Day,United States,2/15/1982,TRUE
St. Patrick's Day,United States,3/17/1982,FALSE
Memorial Day,United States,5/31/1982,TRUE
Independence Day,United States,7/4/1982,FALSE
Labor Day,United States,9/6/1982,TRUE
Columbus Day,United States,10/11/1982,FALSE
Halloween,United States,10/31/1982,FALSE
Veteran's Day,United States,11/11/1982,FALSE
Thanksgiving Day,United States,11/25/1982,TRUE
Christmas Day,United States,12/25/1982,TRUE
New Year's Day,United States,1/1/1983,FALSE
Groundhog Day,United States,2/2/1983,FALSE
Valentine's Day,United States,2/14/1983,FALSE
Presidents' Day,United States,2/21/1983,TRUE
St. Patrick's Day,United States,3/17/1983,FALSE
Memorial Day,United States,5/30/1983,TRUE
Independence Day,United States,7/4/1983,TRUE
Labor Day,United States,9/5/1983,TRUE
Columbus Day,United States,10/10/1983,FALSE
Halloween,United States,10/31/1983,FALSE
Veteran's Day,United States,11/11/1983,FALSE
Thanksgiving Day,United States,11/24/1983,TRUE
Christmas Day,United States,12/25/1983,FALSE
New Year's Day,United States,1/1/1984,FALSE
Groundhog Day,United States,2/2/1984,FALSE
Valentine's Day,United States,2/14/1984,FALSE
Presidents' Day,United States,2/20/1984,TRUE
St. Patrick's Day,United States,3/17/1984,FALSE
Memorial Day,United States,5/28/1984,TRUE
Independence Day,United States,7/4/1984,TRUE
Labor Day,United States,9/3/1984,TRUE
Columbus Day,United States,10/8/1984,FALSE
Halloween,United States,10/31/1984,FALSE
Veteran's Day,United States,11/11/1984,FALSE
Thanksgiving Day,United States,11/22/1984,TRUE
Christmas Day,United States,12/25/1984,TRUE
New Year's Day,United States,1/1/1985,TRUE
Groundhog Day,United States,2/2/1985,FALSE
Valentine's Day,United States,2/14/1985,FALSE
Presidents' Day,United States,2/18/1985,TRUE
St. Patrick's Day,United States,3/17/1985,FALSE
Memorial Day,United States,5/27/1985,TRUE
Independence Day,United States,7/4/1985,TRUE
Labor Day,United States,9/2/1985,TRUE
Columbus Day,United States,10/14/1985,FALSE
Halloween,United States,10/31/1985,FALSE
Veteran's Day,United States,11/11/1985,FALSE
Thanksgiving Day,United States,11/28/1985,TRUE
Christmas Day,United States,12/25/1985,TRUE
New Year's Day,United States,1/1/1986,TRUE
Martin Luther King Day,United States,1/20/1986,TRUE
Groundhog Day,United States,2/2/1986,FALSE
Valentine's Day,United States,2/14/1986,FALSE
Presidents' Day,United States,2/17/1986,TRUE
St. Patrick's Day,United States,3/17/1986,FALSE
Memorial Day,United States,5/26/1986,TRUE
Independence Day,United States,7/4/1986,TRUE
Labor Day,United States,9/1/1986,TRUE
Columbus Day,United States,10/13/1986,FALSE
Halloween,United States,10/31/1986,FALSE
Veteran's Day,United States,11/11/1986,FALSE
Thanksgiving Day,United States,11/27/1986,TRUE
Christmas Day,United States,12/25/1986,TRUE
New Year's Day,United States,1/1/1987,TRUE
Martin Luther King Day,United States,1/19/1987,TRUE
Groundhog Day,United States,2/2/1987,FALSE
Valentine's Day,United States,2/14/1987,FALSE
Presidents' Day,United States,2/16/1987,TRUE
St. Patrick's Day,United States,3/17/1987,FALSE
Memorial Day,United States,5/25/1987,TRUE
Independence Day,United States,7/4/1987,FALSE
Labor Day,United States,9/7/1987,TRUE
Columbus Day,United States,10/12/1987,FALSE
Halloween,United States,10/31/1987,FALSE
Veteran's Day,United States,11/11/1987,FALSE
Thanksgiving Day,United States,11/26/1987,TRUE
Christmas Day,United States,12/25/1987,TRUE
New Year's Day,United States,1/1/1988,TRUE
Martin Luther King Day,United States,1/18/1988,TRUE
Groundhog Day,United States,2/2/1988,FALSE
Valentine's Day,United States,2/14/1988,FALSE
Presidents' Day,United States,2/15/1988,TRUE
St. Patrick's Day,United States,3/17/1988,FALSE
Memorial Day,United States,5/30/1988,TRUE
Independence Day,United States,7/4/1988,TRUE
Labor Day,United States,9/5/1988,TRUE
Columbus Day,United States,10/10/1988,FALSE
Halloween,United States,10/31/1988,FALSE
Veteran's Day,United States,11/11/1988,FALSE
Thanksgiving Day,United States,11/24/1988,TRUE
Christmas Day,United States,12/25/1988,FALSE
New Year's Day,United States,1/1/1989,FALSE
Martin Luther King Day,United States,1/16/1989,TRUE
Groundhog Day,United States,2/2/1989,FALSE
Valentine's Day,United States,2/14/1989,FALSE
Presidents' Day,United States,2/20/1989,TRUE
St. Patrick's Day,United States,3/17/1989,FALSE
Memorial Day,United States,5/29/1989,TRUE
Independence Day,United States,7/4/1989,TRUE
Labor Day,United States,9/4/1989,TRUE
Columbus Day,United States,10/9/1989,FALSE
Halloween,United States,10/31/1989,FALSE
Veteran's Day,United States,11/11/1989,FALSE
Thanksgiving Day,United States,11/23/1989,TRUE
Christmas Day,United States,12/25/1989,TRUE
New Year's Day,United States,1/1/1990,TRUE
Martin Luther King Day,United States,1/15/1990,TRUE
Groundhog Day,United States,2/2/1990,FALSE
Valentine's Day,United States,2/14/1990,FALSE
Presidents' Day,United States,2/19/1990,TRUE
St. Patrick's Day,United States,3/17/1990,FALSE
Memorial Day,United States,5/28/1990,TRUE
Independence Day,United States,7/4/1990,TRUE
Labor Day,United States,9/3/1990,TRUE
Columbus Day,United States,10/8/1990,FALSE
Halloween,United States,10/31/1990,FALSE
Veteran's Day,United States,11/11/1990,FALSE
Thanksgiving Day,United States,11/22/1990,TRUE
Christmas Day,United States,12/25/1990,TRUE
New Year's Day,United States,1/1/1991,TRUE
Martin Luther King Day,United States,1/21/1991,TRUE
Groundhog Day,United States,2/2/1991,FALSE
Valentine's Day,United States,2/14/1991,FALSE
Presidents' Day,United States,2/18/1991,TRUE
St. Patrick's Day,United States,3/17/1991,FALSE
Memorial Day,United States,5/27/1991,TRUE
Independence Day,United States,7/4/1991,TRUE
Labor Day,United States,9/2/1991,TRUE
Columbus Day,United States,10/14/1991,FALSE
Halloween,United States,10/31/1991,FALSE
Veteran's Day,United States,11/11/1991,FALSE
Thanksgiving Day,United States,11/28/1991,TRUE
Christmas Day,United States,12/25/1991,TRUE
New Year's Day,United States,1/1/1992,TRUE
Martin Luther King Day,United States,1/20/1992,TRUE
Groundhog Day,United States,2/2/1992,FALSE
Valentine's Day,United States,2/14/1992,FALSE
Presidents' Day,United States,2/17/1992,TRUE
St. Patrick's Day,United States,3/17/1992,FALSE
Memorial Day,United States,5/25/1992,TRUE
Independence Day,United States,7/4/1992,FALSE
Labor Day,United States,9/7/1992,TRUE
Columbus Day,United States,10/12/1992,FALSE
Halloween,United States,10/31/1992,FALSE
Veteran's Day,United States,11/11/1992,FALSE
Thanksgiving Day,United States,11/26/1992,TRUE
Christmas Day,United States,12/25/1992,TRUE
New Year's Day,United States,1/1/1993,TRUE
Martin Luther King Day,United States,1/18/1993,TRUE
Groundhog Day,United States,2/2/1993,FALSE
Valentine's Day,United States,2/14/1993,FALSE
Presidents' Day,United States,2/15/1993,TRUE
St. Patrick's Day,United States,3/17/1993,FALSE
Memorial Day,United States,5/31/1993,TRUE
Independence Day,United States,7/4/1993,TRUE
Labor Day,United States,9/6/1993,TRUE
Columbus Day,United States,10/11/1993,FALSE
Halloween,United States,10/31/1993,FALSE
Veteran's Day,United States,11/11/1993,FALSE
Thanksgiving Day,United States,11/25/1993,TRUE
Christmas Day,United States,12/25/1993,TRUE
New Year's Day,United States,1/1/1994,FALSE
Martin Luther King Day,United States,1/17/1994,TRUE
Groundhog Day,United States,2/2/1994,FALSE
Valentine's Day,United States,2/14/1994,FALSE
Presidents' Day,United States,2/21/1994,TRUE
St. Patrick's Day,United States,3/17/1994,FALSE
Memorial Day,United States,5/30/1994,TRUE
Independence Day,United States,7/4/1994,TRUE
Labor Day,United States,9/5/1994,TRUE
Columbus Day,United States,10/10/1994,FALSE
Halloween,United States,10/31/1994,FALSE
Veteran's Day,United States,11/11/1994,FALSE
Thanksgiving Day,United States,11/24/1994,TRUE
Christmas Day,United States,12/25/1994,FALSE
New Year's Day,United States,1/1/1995,FALSE
Martin Luther King Day,United States,1/16/1995,TRUE
Groundhog Day,United States,2/2/1995,FALSE
Valentine's Day,United States,2/14/1995,FALSE
Presidents' Day,United States,2/20/1995,TRUE
St. Patrick's Day,United States,3/17/1995,FALSE
Memorial Day,United States,5/29/1995,TRUE
Independence Day,United States,7/4/1995,TRUE
Labor Day,United States,9/4/1995,TRUE
Columbus Day,United States,10/9/1995,FALSE
Halloween,United States,10/31/1995,FALSE
Veteran's Day,United States,11/11/1995,FALSE
Thanksgiving Day,United States,11/23/1995,TRUE
Christmas Day,United States,12/25/1995,TRUE
New Year's Day,United States,1/1/1996,TRUE
Martin Luther King Day,United States,1/15/1996,TRUE
Groundhog Day,United States,2/2/1996,FALSE
Valentine's Day,United States,2/14/1996,FALSE
Presidents' Day,United States,2/19/1996,TRUE
St. Patrick's Day,United States,3/17/1996,FALSE
Memorial Day,United States,5/27/1996,TRUE
Independence Day,United States,7/4/1996,TRUE
Labor Day,United States,9/2/1996,TRUE
Columbus Day,United States,10/14/1996,FALSE
Halloween,United States,10/31/1996,FALSE
Veteran's Day,United States,11/11/1996,FALSE
Thanksgiving Day,United States,11/28/1996,TRUE
Christmas Day,United States,12/25/1996,TRUE
New Year's Day,United States,1/1/1997,TRUE
Martin Luther King Day,United States,1/20/1997,TRUE
Groundhog Day,United States,2/2/1997,FALSE
Valentine's Day,United States,2/14/1997,FALSE
Presidents' Day,United States,2/17/1997,TRUE
St. Patrick's Day,United States,3/17/1997,FALSE
Memorial Day,United States,5/26/1997,TRUE
Independence Day,United States,7/4/1997,TRUE
Labor Day,United States,9/1/1997,TRUE
Columbus Day,United States,10/13/1997,FALSE
Halloween,United States,10/31/1997,FALSE
Veteran's Day,United States,11/11/1997,FALSE
Thanksgiving Day,United States,11/27/1997,TRUE
Christmas Day,United States,12/25/1997,TRUE
New Year's Day,United States,1/1/1998,TRUE
Martin Luther King Day,United States,1/19/1998,TRUE
Groundhog Day,United States,2/2/1998,FALSE
Valentine's Day,United States,2/14/1998,FALSE
Presidents' Day,United States,2/16/1998,TRUE
St. Patrick's Day,United States,3/17/1998,FALSE
Memorial Day,United States,5/25/1998,TRUE
Independence Day,United States,7/4/1998,FALSE
Labor Day,United States,9/7/1998,TRUE
Columbus Day,United States,10/12/1998,FALSE
Halloween,United States,10/31/1998,FALSE
Veteran's Day,United States,11/11/1998,FALSE
Thanksgiving Day,United States,11/26/1998,TRUE
Christmas Day,United States,12/25/1998,TRUE
New Year's Day,United States,1/1/1999,TRUE
Martin Luther King Day,United States,1/18/1999,TRUE
Groundhog Day,United States,2/2/1999,FALSE
Valentine's Day,United States,2/14/1999,FALSE
Presidents' Day,United States,2/15/1999,TRUE
St. Patrick's Day,United States,3/17/1999,FALSE
Memorial Day,United States,5/31/1999,TRUE
Independence Day,United States,7/4/1999,FALSE
Labor Day,United States,9/6/1999,TRUE
Columbus Day,United States,10/11/1999,FALSE
Halloween,United States,10/31/1999,FALSE
Veteran's Day,United States,11/11/1999,FALSE
Thanksgiving Day,United States,11/25/1999,TRUE
Christmas Day,United States,12/25/1999,TRUE
New Year's Day,United States,1/1/2000,FALSE
Martin Luther King Day,United States,1/17/2000,TRUE
Groundhog Day,United States,2/2/2000,FALSE
Valentine's Day,United States,2/14/2000,FALSE
Presidents' Day,United States,2/21/2000,TRUE
St. Patrick's Day,United States,3/17/2000,FALSE
Memorial Day,United States,5/29/2000,TRUE
Independence Day,United States,7/4/2000,TRUE
Labor Day,United States,9/4/2000,TRUE
Columbus Day,United States,10/9/2000,FALSE
Halloween,United States,10/31/2000,FALSE
Veteran's Day,United States,11/11/2000,FALSE
Thanksgiving Day,United States,11/23/2000,TRUE
Christmas Day,United States,12/25/2000,TRUE
New Year's Day,United States,1/1/2001,TRUE
Martin Luther King Day,United States,1/15/2001,TRUE
Groundhog Day,United States,2/2/2001,FALSE
Valentine's Day,United States,2/14/2001,FALSE
Presidents' Day,United States,2/19/2001,TRUE
St. Patrick's Day,United States,3/17/2001,FALSE
Memorial Day,United States,5/28/2001,TRUE
Independence Day,United States,7/4/2001,TRUE
Labor Day,United States,9/3/2001,TRUE
Columbus Day,United States,10/8/2001,FALSE
Halloween,United States,10/31/2001,FALSE
Veteran's Day,United States,11/11/2001,FALSE
Thanksgiving Day,United States,11/22/2001,TRUE
Christmas Day,United States,12/25/2001,TRUE
New Year's Day,United States,1/1/2002,TRUE
Martin Luther King Day,United States,1/21/2002,TRUE
Groundhog Day,United States,2/2/2002,FALSE
Valentine's Day,United States,2/14/2002,FALSE
Presidents' Day,United States,2/18/2002,TRUE
St. Patrick's Day,United States,3/17/2002,FALSE
Memorial Day,United States,5/27/2002,TRUE
Independence Day,United States,7/4/2002,TRUE
Labor Day,United States,9/2/2002,TRUE
Columbus Day,United States,10/14/2002,FALSE
Halloween,United States,10/31/2002,FALSE
Veteran's Day,United States,11/11/2002,FALSE
Thanksgiving Day,United States,11/28/2002,TRUE
Christmas Day,United States,12/25/2002,TRUE
New Year's Day,United States,1/1/2003,TRUE
Martin Luther King Day,United States,1/20/2003,TRUE
Groundhog Day,United States,2/2/2003,FALSE
Valentine's Day,United States,2/14/2003,FALSE
Presidents' Day,United States,2/17/2003,TRUE
St. Patrick's Day,United States,3/17/2003,FALSE
Memorial Day,United States,5/26/2003,TRUE
Independence Day,United States,7/4/2003,TRUE
Labor Day,United States,9/1/2003,TRUE
Columbus Day,United States,10/13/2003,FALSE
Halloween,United States,10/31/2003,FALSE
Veteran's Day,United States,11/11/2003,FALSE
Thanksgiving Day,United States,11/27/2003,TRUE
Christmas Day,United States,12/25/2003,TRUE
New Year's Day,United States,1/1/2004,TRUE
Martin Luther King Day,United States,1/19/2004,TRUE
Groundhog Day,United States,2/2/2004,FALSE
Valentine's Day,United States,2/14/2004,FALSE
Presidents' Day,United States,2/16/2004,TRUE
St. Patrick's Day,United States,3/17/2004,FALSE
Memorial Day,United States,5/31/2004,TRUE
Independence Day,United States,7/4/2004,FALSE
Labor Day,United States,9/6/2004,TRUE
Columbus Day,United States,10/11/2004,FALSE
Halloween,United States,10/31/2004,FALSE
Veteran's Day,United States,11/11/2004,FALSE
Thanksgiving Day,United States,11/25/2004,TRUE
Christmas Day,United States,12/25/2004,TRUE
New Year's Day,United States,1/1/2005,FALSE
Martin Luther King Day,United States,1/17/2005,TRUE
Groundhog Day,United States,2/2/2005,FALSE
Valentine's Day,United States,2/14/2005,FALSE
Presidents' Day,United States,2/21/2005,TRUE
St. Patrick's Day,United States,3/17/2005,FALSE
Memorial Day,United States,5/30/2005,TRUE
Independence Day,United States,7/4/2005,TRUE
Labor Day,United States,9/5/2005,TRUE
Columbus Day,United States,10/10/2005,FALSE
Halloween,United States,10/31/2005,FALSE
Veteran's Day,United States,11/11/2005,FALSE
Thanksgiving Day,United States,11/24/2005,TRUE
Christmas Day,United States,12/25/2005,FALSE
New Year's Day,United States,1/1/2006,FALSE
Martin Luther King Day,United States,1/16/2006,TRUE
Groundhog Day,United States,2/2/2006,FALSE
Valentine's Day,United States,2/14/2006,FALSE
Presidents' Day,United States,2/20/2006,TRUE
St. Patrick's Day,United States,3/17/2006,FALSE
Memorial Day,United States,5/29/2006,TRUE
Independence Day,United States,7/4/2006,TRUE
Labor Day,United States,9/4/2006,TRUE
Columbus Day,United States,10/9/2006,FALSE
Halloween,United States,10/31/2006,FALSE
Veteran's Day,United States,11/11/2006,FALSE
Thanksgiving Day,United States,11/23/2006,TRUE
Christmas Day,United States,12/25/2006,TRUE
New Year's Day,United States,1/1/2007,TRUE
Martin Luther King Day,United States,1/15/2007,TRUE
Groundhog Day,United States,2/2/2007,FALSE
Valentine's Day,United States,2/14/2007,FALSE
Presidents' Day,United States,2/19/2007,TRUE
St. Patrick's Day,United States,3/17/2007,FALSE
Memorial Day,United States,5/28/2007,TRUE
Independence Day,United States,7/4/2007,TRUE
Labor Day,United States,9/3/2007,TRUE
Columbus Day,United States,10/8/2007,FALSE
Halloween,United States,10/31/2007,FALSE
Veteran's Day,United States,11/11/2007,FALSE
Thanksgiving Day,United States,11/22/2007,TRUE
Christmas Day,United States,12/25/2007,TRUE
New Year's Day,United States,1/1/2008,TRUE
Martin Luther King Day,United States,1/21/2008,TRUE
Groundhog Day,United States,2/2/2008,FALSE
Valentine's Day,United States,2/14/2008,FALSE
Presidents' Day,United States,2/18/2008,TRUE
St. Patrick's Day,United States,3/17/2008,FALSE
Memorial Day,United States,5/26/2008,TRUE
Independence Day,United States,7/4/2008,TRUE
Labor Day,United States,9/1/2008,TRUE
Columbus Day,United States,10/13/2008,FALSE
Halloween,United States,10/31/2008,FALSE
Veteran's Day,United States,11/11/2008,FALSE
Thanksgiving Day,United States,11/27/2008,TRUE
Christmas Day,United States,12/25/2008,TRUE
New Year's Day,United States,1/1/2009,TRUE
Martin Luther King Day,United States,1/19/2009,TRUE
Groundhog Day,United States,2/2/2009,FALSE
Valentine's Day,United States,2/14/2009,FALSE
Presidents' Day,United States,2/16/2009,TRUE
St. Patrick's Day,United States,3/17/2009,FALSE
Memorial Day,United States,5/25/2009,TRUE
Independence Day,United States,7/4/2009,FALSE
Labor Day,United States,9/7/2009,TRUE
Columbus Day,United States,10/12/2009,FALSE
Halloween,United States,10/31/2009,FALSE
Veteran's Day,United States,11/11/2009,FALSE
Thanksgiving Day,United States,11/26/2009,TRUE
Christmas Day,United States,12/25/2009,TRUE
New Year's Day,United States,1/1/2010,TRUE
Martin Luther King Day,United States,1/18/2010,TRUE
Groundhog Day,United States,2/2/2010,FALSE
Valentine's Day,United States,2/14/2010,FALSE
Presidents' Day,United States,2/15/2010,TRUE
St. Patrick's Day,United States,3/17/2010,FALSE
Memorial Day,United States,5/31/2010,TRUE
Independence Day,United States,7/4/2010,FALSE
Labor Day,United States,9/6/2010,TRUE
Columbus Day,United States,10/11/2010,FALSE
Halloween,United States,10/31/2010,FALSE
Veteran's Day,United States,11/11/2010,FALSE
Thanksgiving Day,United States,11/25/2010,TRUE
Christmas Day,United States,12/25/2010,TRUE
New Year's Day,United States,1/1/2011,FALSE
Martin Luther King Day,United States,1/17/2011,TRUE
Groundhog Day,United States,2/2/2011,FALSE
Valentine's Day,United States,2/14/2011,FALSE
Presidents' Day,United States,2/21/2011,TRUE
St. Patrick's Day,United States,3/17/2011,FALSE
Memorial Day,United States,5/30/2011,TRUE
Independence Day,United States,7/4/2011,TRUE
Labor Day,United States,9/5/2011,TRUE
Columbus Day,United States,10/10/2011,FALSE
Halloween,United States,10/31/2011,FALSE
Veteran's Day,United States,11/11/2011,FALSE
Thanksgiving Day,United States,11/24/2011,TRUE
Christmas Day,United States,12/25/2011,FALSE
New Year's Day,United States,1/1/2012,FALSE
Martin Luther King Day,United States,1/16/2012,TRUE
Groundhog Day,United States,2/2/2012,FALSE
Valentine's Day,United States,2/14/2012,FALSE
Presidents' Day,United States,2/20/2012,TRUE
St. Patrick's Day,United States,3/17/2012,FALSE
Easter Day,United States,4/8/2012,FALSE
Tax Day,United States,4/17/2012,FALSE
Administrative Professionals Day,United States,4/25/2012,FALSE
Mother's Day,United States,5/13/2012,FALSE
Memorial Day,United States,5/28/2012,TRUE
Father's Day,United States,6/17/2012,FALSE
Independence Day,United States,7/4/2012,TRUE
Labor Day,United States,9/3/2012,TRUE
Columbus Day,United States,10/8/2012,FALSE
Halloween,United States,10/31/2012,FALSE
Election Day,United States,11/6/2012,FALSE
Veteran's Day,United States,11/11/2012,FALSE
Thanksgiving Day,United States,11/22/2012,TRUE
Day After Thanksgiving Day,United States,11/23/2012,FALSE
Christmas Day,United States,12/25/2012,TRUE
New Year's Day,United States,1/1/2013,TRUE
Martin Luther King Day,United States,1/21/2013,TRUE
Groundhog Day,United States,2/2/2013,FALSE
Valentine's Day,United States,2/14/2013,FALSE
Presidents' Day,United States,2/18/2013,TRUE
St. Patrick's Day,United States,3/17/2013,FALSE
Easter Day,United States,3/31/2013,FALSE
Tax Day,United States,4/15/2013,FALSE
Administrative Professionals Day,United States,4/24/2013,FALSE
Mother's Day,United States,5/12/2013,FALSE
Memorial Day,United States,5/27/2013,TRUE
Father's Day,United States,6/16/2013,FALSE
Independence Day,United States,7/4/2013,TRUE
Labor Day,United States,9/2/2013,TRUE
Columbus Day,United States,10/14/2013,FALSE
Halloween,United States,10/31/2013,FALSE
Election Day,United States,11/5/2013,FALSE
Veteran's Day,United States,11/11/2013,FALSE
